EVE,YEAR,DATE,FLIGHT,FLIGHT_C,V_LENGTH,TIMELINE,BOAT_CODE,WS_CODE,BOAT_LENGTH,BOAT_DIST,BOAT_DROP,DROP_POSITION,BOAT_VIOLATE,BOAT_VIOLATE_DROP
22_E269,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P4,29,13,16AUG22_F01_P4_0013_B02,16AUG22_F01_P4_0013_S05,10.615,2.775,N/A,N/A,violate min dis,no violate drop off
22_E270,2022,16-Aug-22,16AUG22_F01,16AUG22_F01_P4,29,27,16AUG22_F01_P4_0027_B01,16AUG22_F01_P4_0027_S01,11.163,7.814,N/A,N/A,violate min dis,no violate drop off
22_E271,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,5,16AUG22_F02_P1_0005_B01,16AUG22_F02_P1_0005_S01,11.918,4.816,N/A,N/A,violate min dis,no violate drop off
22_E272,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,38,16AUG22_F02_P1_0038_B01,16AUG22_F02_P1_0038_S02,12.152,1.557,N/A,N/A,violate min dis,no violate drop off
22_E274,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,220,16AUG22_F02_P1_0220_B01,16AUG22_F02_P1_0220_S01,10.968,10.65,N/A,N/A,violate min dis,no violate drop off
22_E274,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,220,16AUG22_F02_P1_0220_B02,16AUG22_F02_P1_0220_S02,10.701,7.398,N/A,N/A,violate min dis,no violate drop off
22_E275,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,340,16AUG22_F02_P1_0340_B01,16AUG22_F02_P1_0340_S01,11.527,5.764,N/A,N/A,violate min dis,no violate drop off
22_E275,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,340,16AUG22_F02_P1_0340_B02,16AUG22_F02_P1_0340_S01,11.409,12.167,12.167,head,no violate min dis,violate drop off
22_E275,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,340,16AUG22_F02_P1_0340_B04,16AUG22_F02_P1_0340_S03,10.679,9.009,N/A,N/A,violate min dis,no violate drop off
22_E276,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,409,16AUG22_F02_P1_0409_B01,16AUG22_F02_P1_0409_S02,10.833,10.803,N/A,N/A,violate min dis,no violate drop off
22_E276,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P1,451,409,16AUG22_F02_P1_0409_B02,16AUG22_F02_P1_0409_S01,11.606,7.822,N/A,N/A,violate min dis,no violate drop off
22_E277,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,21,16AUG22_F02_P2_0021_B01,16AUG22_F02_P2_0021_S02,12.077,8.702,N/A,N/A,violate min dis,no violate drop off
22_E278,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,57,16AUG22_F02_P2_0057_B01,16AUG22_F02_P2_0057_S01,10.249,7.124,7.124,side,violate min dis,violate drop off
22_E278,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,57,16AUG22_F02_P2_0057_B02,16AUG22_F02_P2_0057_S02,11.451,7.9,N/A,N/A,violate min dis,no violate drop off
22_E279,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,152,16AUG22_F02_P2_0152_B01,16AUG22_F02_P2_0152_S01,12.152,0,N/A,N/A,violate min dis,no violate drop off
22_E280,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,339,16AUG22_F02_P2_0339_B01,16AUG22_F02_P2_0339_S01,11.244,8.45,N/A,N/A,violate min dis,no violate drop off
22_E281,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,440,16AUG22_F02_P2_0440_B03,16AUG22_F02_P2_0440_S02,12.541,12.249,N/A,N/A,violate min dis,no violate drop off
22_E281,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P2,451,440,16AUG22_F02_P2_0440_B05,16AUG22_F02_P2_0440_S02,11.721,11.7,N/A,N/A,violate min dis,no violate drop off
22_E282,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,31,16AUG22_F02_P3_0031_B02,16AUG22_F02_P3_0031_S03,11.381,10.776,N/A,N/A,violate min dis,no violate drop off
22_E283,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,146,16AUG22_F02_P3_0146_B01,16AUG22_F02_P3_0146_S02,11.011,4.696,N/A,N/A,violate min dis,no violate drop off
22_E284,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,249,16AUG22_F02_P3_0249_B02,16AUG22_F02_P3_0249_S03,11.548,8.179,N/A,N/A,violate min dis,no violate drop off
22_E285,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,321,16AUG22_F02_P3_0321_B01,16AUG22_F02_P3_0321_S01,11.183,6.225,N/A,N/A,violate min dis,no violate drop off
22_E285,2022,16-Aug-22,16AUG22_F02,16AUG22_F02_P3,451,321,16AUG22_F02_P3_0321_B02,16AUG22_F02_P3_0321_S02,10.142,5.944,N/A,N/A,violate min dis,no violate drop off
22_E287,2022,16-Aug-22,16AUG22_F03,16AUG22_F03_P1,451,139,16AUG22_F03_P1_0139_B02,16AUG22_F03_P1_0139_S02,10.773,24.296,24.296,side,no violate min dis,violate drop off
22_E287,2022,16-Aug-22,16AUG22_F03,16AUG22_F03_P1,451,139,16AUG22_F03_P1_0139_B01,16AUG22_F03_P1_0139_S01,9.894,9.456,N/A,N/A,violate min dis,no violate drop off
22_E290,2022,16-Aug-22,16AUG22_F03,16AUG22_F03_P1,451,438,16AUG22_F03_P1_0438_B01,16AUG22_F03_P1_0438_S01,11.168,8.627,N/A,N/A,violate min dis,no violate drop off
22_E290,2022,16-Aug-22,16AUG22_F03,16AUG22_F03_P1,451,438,16AUG22_F03_P1_0438_B02,16AUG22_F03_P1_0438_S01,10.635,7.116,N/A,N/A,violate min dis,no violate drop off
22_E293,2022,16-Aug-22,16AUG22_F03,16AUG22_F03_P2,429,330,16AUG22_F03_P2_0330_B01,16AUG22_F03_P2_0330_S01,10.721,5.129,N/A,N/A,violate min dis,no violate drop off
22_E294,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,12,16AUG22_F04_P1_0012_B01,16AUG22_F04_P1_0012_S01,10.27,7.753,N/A,N/A,violate min dis,no violate drop off
22_E294,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,12,16AUG22_F04_P1_0012_B02,16AUG22_F04_P1_0012_S02,10.565,18.602,18.602,side,no violate min dis,violate drop off
22_E295,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,111,16AUG22_F04_P1_0111_B01,16AUG22_F04_P1_0111_S01,10.311,8.268,N/A,N/A,violate min dis,no violate drop off
22_E295,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,111,16AUG22_F04_P1_0111_B02,16AUG22_F04_P1_0111_S02,11.222,5.973,N/A,N/A,violate min dis,no violate drop off
22_E295,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,111,16AUG22_F04_P1_0111_B03,16AUG22_F04_P1_0111_S02,10.384,8.681,N/A,N/A,violate min dis,no violate drop off
22_E296,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P1,451,225,16AUG22_F04_P1_0225_B01,16AUG22_F04_P1_0225_S02,10.62,9.494,N/A,N/A,violate min dis,no violate drop off
22_E300,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,126,16AUG22_F04_P2_0126_B01,16AUG22_F04_P2_0126_S01,9.271,0.798,N/A,N/A,violate min dis,no violate drop off
22_E301,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,229,16AUG22_F04_P2_0229_B02,16AUG22_F04_P2_0229_S02,8.381,5.21,N/A,N/A,violate min dis,no violate drop off
22_E302,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,351,16AUG22_F04_P2_0351_B01,16AUG22_F04_P2_0351_S01,7.756,7.169,N/A,N/A,violate min dis,no violate drop off
22_E302,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,351,16AUG22_F04_P2_0351_B02,16AUG22_F04_P2_0351_S02,8.937,4.969,N/A,N/A,violate min dis,no violate drop off
22_E303,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P2,451,421,16AUG22_F04_P2_0421_B04,16AUG22_F04_P2_0421_S02,9.701,4.699,N/A,N/A,violate min dis,no violate drop off
22_E308,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,354,16AUG22_F04_P3_0354_B01,16AUG22_F04_P3_0354_S01,9.566,8.477,N/A,N/A,violate min dis,no violate drop off
22_E308,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,354,16AUG22_F04_P3_0354_B03,16AUG22_F04_P3_0354_S03,9.968,4.329,N/A,N/A,violate min dis,no violate drop off
22_E309,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,444,16AUG22_F04_P3_0444_B01,16AUG22_F04_P3_0444_S01,9,3.247,N/A,N/A,violate min dis,no violate drop off
22_E309,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P3,451,444,16AUG22_F04_P3_0444_B02,16AUG22_F04_P3_0444_S01,10.672,10.277,N/A,N/A,violate min dis,no violate drop off
22_E310,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P4,31,8,16AUG22_F04_P4_0008_B01,16AUG22_F04_P4_0008_S01,9.212,8.596,N/A,N/A,violate min dis,no violate drop off
22_E310,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P4,31,8,16AUG22_F04_P4_0008_B01,16AUG22_F04_P4_0008_S01,9.212,2.002,N/A,N/A,violate min dis,no violate drop off
22_E310,2022,16-Aug-22,16AUG22_F04,16AUG22_F04_P4,31,8,16AUG22_F04_P4_0008_B02,16AUG22_F04_P4_0008_S02,9.583,8.499,N/A,N/A,violate min dis,no violate drop off
22_E311,2022,16-Aug-22,16AUG22_F05,16AUG22_F05_P1,451,21,16AUG22_F05_P1_0021_B01,16AUG22_F05_P1_0021_S01,11.372,7.386,N/A,N/A,violate min dis,no violate drop off
22_E312,2022,16-Aug-22,16AUG22_F05,16AUG22_F05_P1,451,134,16AUG22_F05_P1_0134_B01,16AUG22_F05_P1_0134_S01,9.85,3.782,N/A,N/A,violate min dis,no violate drop off
22_E313,2022,16-Aug-22,16AUG22_F05,16AUG22_F05_P1,451,242,16AUG22_F05_P1_0242_B01,16AUG22_F05_P1_0242_S01,7.74,8.088,N/A,N/A,no violate min dis,no violate drop off
22_E316,2022,16-Aug-22,16AUG22_F05,16AUG22_F05_P2,451,204,16AUG22_F05_P2_0204_B01,16AUG22_F05_P2_0204_S02,9.145,5.633,N/A,N/A,violate min dis,no violate drop off
22_E321,2022,16-Aug-22,16AUG22_F06,16AUG22_F06_P1,451,234,16AUG22_F06_P1_0234_B01,16AUG22_F06_P1_0234_S01,12.482,9.636,N/A,N/A,violate min dis,no violate drop off
22_E328,2022,16-Aug-22,16AUG22_F07,16AUG22_F07_P1,451,346,16AUG22_F07_P1_0346_B01,16AUG22_F07_P1_0346_S01,14.799,20.305,20.305,side,no violate min dis,violate drop off
22_E329,2022,16-Aug-22,16AUG22_F07,16AUG22_F07_P2,451,136,16AUG22_F07_P2_0136_B01,16AUG22_F07_P2_0136_S01,11.593,17.413,17.413,side,no violate min dis,violate drop off
22_E330,2022,16-Aug-22,16AUG22_F07,16AUG22_F07_P2,451,312,16AUG22_F07_P2_0312_B01,16AUG22_F07_P2_0312_S01,11.969,10.685,N/A,N/A,violate min dis,no violate drop off
22_E332,2022,16-Aug-22,16AUG22_F07,16AUG22_F07_P4,28,12,16AUG22_F07_P4_0012_B01,16AUG22_F07_P4_0012_S01,11.169,9.38,N/A,N/A,violate min dis,no violate drop off
22_E334,2022,17-Aug-22,17AUG22_F01,17AUG22_F01_P1,451,139,17AUG22_F01_P1_0139_B01,17AUG22_F01_P1_0139_S01,11.487,13.355,13.355,head,no violate min dis,violate drop off
22_E336,2022,17-Aug-22,17AUG22_F01,17AUG22_F01_P1,451,347,17AUG22_F01_P1_0347_B01,17AUG22_F01_P1_0347_S01,9.045,8.781,N/A,N/A,violate min dis,no violate drop off
22_E337,2022,17-Aug-22,17AUG22_F01,17AUG22_F01_P2,451,19,17AUG22_F01_P2_0019_B02,17AUG22_F01_P2_0019_S01,9.739,18.306,18.306,side,no violate min dis,violate drop off
22_E342,2022,17-Aug-22,17AUG22_F01,17AUG22_F01_P3,451,13,17AUG22_F01_P3_0013_B01,17AUG22_F01_P3_0013_S01,10.675,2.895,N/A,N/A,violate min dis,no violate drop off
22_E344,2022,17-Aug-22,17AUG22_F01,17AUG22_F01_P3,451,246,17AUG22_F01_P3_0246_B01,17AUG22_F01_P3_0246_S01,11.487,7.594,N/A,N/A,violate min dis,no violate drop off
22_E345,2022,17-Aug-22,17AUG22_F01,17AUG22_F01_P3,451,415,17AUG22_F01_P3_0415_B01,17AUG22_F01_P3_0415_S01,9.912,0,0,head,violate min dis,violate drop off
22_E346,2022,17-Aug-22,17AUG22_F01,17AUG22_F01_P4,54,27,17AUG22_F01_P4_0027_B01,17AUG22_F01_P4_0027_S01,11.64,3.058,N/A,N/A,violate min dis,no violate drop off
22_E346,2022,17-Aug-22,17AUG22_F01,17AUG22_F01_P4,54,27,17AUG22_F01_P4_0027_B02,17AUG22_F01_P4_0027_S01,9.598,8.39,N/A,N/A,violate min dis,no violate drop off
22_E350,2022,17-Aug-22,17AUG22_F02,17AUG22_F02_P2,451,13,17AUG22_F02_P2_0013_B01,17AUG22_F02_P2_0013_S01,11.497,15.513,15.513,head,no violate min dis,violate drop off
22_E351,2022,17-Aug-22,17AUG22_F02,17AUG22_F02_P2,451,45,17AUG22_F02_P2_0045_B01,17AUG22_F02_P2_0045_S01,11.739,10.944,N/A,N/A,violate min dis,no violate drop off
22_E368,2022,17-Aug-22,17AUG22_F03,17AUG22_F03_P3,451,425,17AUG22_F03_P3_0425_B01,17AUG22_F03_P3_0425_S01,9.455,22.456,N/A,N/A,no violate min dis,no violate drop off
22_E374,2022,17-Aug-22,17AUG22_F04,17AUG22_F04_P2,451,340,17AUG22_F04_P2_0340_B01,17AUG22_F04_P2_0340_S01,11.044,10.398,N/A,N/A,violate min dis,no violate drop off
22_E380,2022,17-Aug-22,17AUG22_F05,17AUG22_F05_P3,451,241,17AUG22_F05_P3_0241_B01,17AUG22_F05_P3_0241_S01,9.911,8.939,N/A,N/A,violate min dis,no violate drop off
22_E384,2022,17-Aug-22,17AUG22_F06,17AUG22_F06_P3,451,134,17AUG22_F06_P3_0134_B01,17AUG22_F06_P3_0134_S01,12.121,10.178,N/A,N/A,violate min dis,no violate drop off
