EVE,YEAR,DATE,FLIGHT,V_LENGTH,TIMELINE,SWIM_CODE,WS_CODE,G_NO_SWIM,H_OR_T,SWIM_DIST,NO_TOUCHING,SWIM_VIOLATION
E297,2016,28AUG27,28AUG16110103401,0921,0712,28AUG16110103401_0712_G01,28AUG16110103401_0712_S01,3,head,1.255,0,violate
E298,2016,28AUG27,28AUG16110103402,0646,0128,28AUG16110103402_0128_G01,28AUG16110103402_0128_S01,3,tail,0.587,0,violate
E299,2016,28AUG27,28AUG16110103402,0646,0140,28AUG16110103402_0140_G01,28AUG16110103402_0140_S01,3,head,1.388,0,violate
E299,2016,28AUG27,28AUG16110103402,0646,0140,28AUG16110103402_0140_G02,28AUG16110103402_0140_S02,3,tail,0.944,0,violate
E300,2016,28AUG27,28AUG16115603501,0518,0329,28AUG16115603501_0329_G01,28AUG16115603501_0329_S01,3,tail,3.548,0,violate
E301,2016,28AUG27,28AUG16115603503,0920,0004,28AUG16115603503_0004_G01,28AUG16115603503_0004_S01,3,head,0.958,0,violate
E302,2016,28AUG27,28AUG16115603503,0920,0055,28AUG16115603503_0055_G01,28AUG16115603503_0055_S01,3,head,1.258,0,violate
E302,2016,28AUG27,28AUG16115603503,0920,0055,28AUG16115603503_0055_G02,28AUG16115603503_0055_S02,3,head,0.91,0,violate
E303,2016,28AUG27,28AUG16115603503,0920,0546,28AUG16115603503_0546_G01,28AUG16115603503_0546_S01,3,tail,1.504,0,violate
E303,2016,28AUG27,28AUG16115603503,0920,0546,28AUG16115603503_0546_G02,28AUG16115603503_0546_S02,1,head,1.429,0,violate
